TestA_ST_5
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.126977,0.157547,0.049409,0.124276,0.165417,0.045703,0.123635,0.159215,
0.000128,0.000127,0.000110,0.000119,0.000109,0.000113,0.000120,0.000109,
0.000162,0.000108,0.000108,0.000214,0.000107,0.000107,0.000109,0.000105,
0.000160,0.000107,0.000107,0.000107,0.000109,0.000107,0.000107,0.000106,
0.000160,0.000151,0.000107,0.000107,0.000107,0.000150,0.000109,0.000107,
0.000209,0.000107,0.000107,0.000108,0.000107,0.000107,0.000107,0.000107,
0.000260,0.000123,0.000117,0.000114,0.000168,0.000164,0.000108,0.000148,
0.000194,0.000113,0.000111,0.000111,0.000129,0.000111,0.000110,0.000111,
0.000206,0.000107,0.000107,0.000109,0.000107,0.000107,0.000107,0.000223,
0.000182,0.000177,0.000133,0.000159,0.000117,0.000119,0.000120,0.000116,
0.000173,0.000154,0.000159,0.000157,0.000189,0.000146,0.000141,0.000121,
0.000181,0.000107,0.000107,0.000108,0.000107,0.000107,0.000109,0.000109,
0.000194,0.000152,0.000169,0.000186,0.000127,0.000166,0.000221,0.000108,
0.000271,0.000107,0.000109,0.000108,0.000107,0.000107,0.000149,0.000106,
0.000160,0.000110,0.000108,0.000107,0.000109,0.000107,0.000107,0.000107,
0.000173,0.000109,0.000107,0.000107,0.000129,0.000202,0.000156,0.000153,
0.000166,0.000107,0.000113,0.000107,0.000145,0.000147,0.000172,0.000154,
0.000182,0.000152,0.000123,0.000104,0.000173,0.000186,0.000125,0.000158,
0.000237,0.000107,0.000107,0.000108,0.000107,0.000107,0.000108,0.000108,
0.000166,0.000108,0.000110,0.000107,0.000107,0.000108,0.000107,0.000106,
0.000177,0.000114,0.000156,0.000128,0.000108,0.000149,0.000109,0.000107,
0.000352,0.000142,0.000162,0.000166,0.000111,0.000109,0.000111,0.000109,
0.000171,0.000107,0.000108,0.000108,0.000129,0.000169,0.000171,0.000127,
0.000169,0.000148,0.000107,0.000107,0.000106,0.000190,0.000145,0.000105,
0.000164,0.000131,0.000107,0.000107,0.000108,0.000190,0.000108,0.000108,
0.000166,0.000113,0.000107,0.000107,0.000106,0.000108,0.000107,0.000151,
0.000175,0.000108,0.000109,0.000109,0.000109,0.000111,0.000106,0.000106,
0.000250,0.000112,0.000121,0.000157,0.000112,0.000111,0.000112,0.000111,
0.000165,0.000125,0.000107,0.000108,0.000108,0.000107,0.000107,0.000106,
0.000377,0.000109,0.000109,0.000151,0.000106,0.000106,0.000168,0.000204,
0.000170,0.000110,0.000111,0.000113,0.000122,0.000111,0.000111,0.000151,
0.000252,0.000112,0.000199,0.000136,0.000208,0.000245,0.000111,0.000143,
0.000168,0.000107,0.000107,0.000108,0.000442,0.000145,0.000125,0.000127,
0.000248,0.000132,0.000193,0.000115,0.000113,0.000216,0.000191,0.000189,
0.000337,0.000182,0.000131,0.000205,0.000159,0.000134,0.000167,0.000257,
0.000169,0.000107,0.000171,0.000166,0.000147,0.000107,0.000109,0.000106,
0.000373,0.000235,0.000203,0.000181,0.000350,0.000180,0.000178,0.000220,
0.000275,0.000107,0.000391,0.000165,0.000105,0.000111,0.000106,0.000123,
0.000212,0.000111,0.000154,0.000131,0.000110,0.000115,0.000112,0.000109,
