TestA_ST_10
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.000262,0.000194,0.000124,0.000176,0.000133,0.000116,0.000135,0.000228,
0.000137,0.000112,0.000112,0.000147,0.000111,0.000112,0.000112,0.000111,
0.000126,0.000112,0.000113,0.000113,0.000111,0.000112,0.000113,0.000112,
0.000128,0.000112,0.000167,0.000124,0.000158,0.000175,0.000121,0.000185,
0.000156,0.000152,0.000112,0.000114,0.000111,0.000112,0.000112,0.000203,
0.000144,0.000148,0.000202,0.000126,0.000108,0.000108,0.000222,0.000245,
0.000124,0.000110,0.000207,0.000109,0.000247,0.000109,0.000109,0.000150,
0.000185,0.000184,0.000167,0.000109,0.000108,0.000108,0.000166,0.000154,
0.000124,0.000109,0.000109,0.000110,0.000108,0.000108,0.000109,0.000148,
0.000125,0.000108,0.000109,0.000149,0.000108,0.000108,0.000109,0.000146,
0.000129,0.000113,0.000112,0.000113,0.000112,0.000112,0.000112,0.000111,
