TestA_ST_4
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.129221,0.159490,0.050410,0.129526,0.161466,0.049019,0.127709,0.165819,
0.000136,0.000113,0.000114,0.000128,0.000113,0.000160,0.000182,0.000113,
0.000181,0.000116,0.000119,0.000117,0.000115,0.000154,0.000117,0.000117,
0.000232,0.000154,0.000111,0.000113,0.000169,0.000111,0.000136,0.000110,
0.000204,0.000138,0.000135,0.000151,0.000115,0.000194,0.000115,0.000157,
0.000352,0.000228,0.000137,0.000259,0.000170,0.000158,0.000180,0.000155,
0.000171,0.000116,0.000119,0.000115,0.000115,0.000115,0.000115,0.000113,
0.000240,0.000114,0.000116,0.000118,0.000133,0.000111,0.000111,0.000174,
0.000172,0.000112,0.000114,0.000112,0.000112,0.000156,0.000151,0.000161,
0.000182,0.000111,0.000113,0.000115,0.000174,0.000117,0.000139,0.000220,
0.000210,0.000111,0.000134,0.000115,0.000113,0.000112,0.000111,0.000112,
0.000252,0.000173,0.000113,0.000232,0.000165,0.000117,0.000159,0.000114,
0.000171,0.000111,0.000115,0.000113,0.000110,0.000111,0.000112,0.000112,
0.000415,0.000134,0.000141,0.000211,0.000250,0.000285,0.000287,0.000239,
0.000316,0.000188,0.000194,0.000117,0.000113,0.000114,0.000114,0.000114,
0.000187,0.000115,0.000203,0.000115,0.000115,0.000162,0.000116,0.000135,
0.000170,0.000111,0.000111,0.000190,0.000204,0.000174,0.000136,0.000130,
0.000181,0.000120,0.000119,0.000168,0.000158,0.000153,0.000138,0.000126,
0.000171,0.000112,0.000111,0.000112,0.000117,0.000112,0.000112,0.000110,
0.000173,0.000111,0.000111,0.000174,0.000111,0.000111,0.000153,0.000111,
0.000220,0.000111,0.000114,0.000116,0.000189,0.000265,0.000204,0.000129,
0.000290,0.000155,0.000424,0.000309,0.000220,0.000141,0.000220,0.000185,
0.000225,0.000173,0.000116,0.000178,0.000141,0.000209,0.000168,0.000156,
0.000439,0.000158,0.000141,0.000210,0.000113,0.000115,0.000114,0.000113,
0.000274,0.000127,0.000137,0.000149,0.000133,0.000130,0.000251,0.000200,
0.000182,0.000117,0.000115,0.000116,0.000114,0.000172,0.000136,0.000113,
0.000192,0.000264,0.000117,0.000119,0.000113,0.000114,0.000115,0.000114,
0.000209,0.000111,0.000111,0.000111,0.000140,0.000111,0.000112,0.000154,
0.000178,0.000115,0.000158,0.000116,0.000119,0.000158,0.000155,0.000132,
0.000192,0.000112,0.000136,0.000176,0.000212,0.000135,0.000204,0.000115,
0.000204,0.000117,0.000114,0.000116,0.000114,0.000116,0.000115,0.000114,
0.000163,0.000132,0.000111,0.000112,0.000112,0.000111,0.000111,0.000111,
0.000314,0.000117,0.000114,0.000115,0.000114,0.000117,0.000114,0.000113,
0.000170,0.000111,0.000111,0.000112,0.000112,0.000112,0.000112,0.000111,
0.000210,0.000161,0.000112,0.000119,0.000111,0.000112,0.000111,0.000121,
0.000174,0.000147,0.000183,0.000126,0.000213,0.000137,0.000177,0.000114,
0.000328,0.000209,0.000149,0.000174,0.000130,0.000112,0.000112,0.000110,
0.000218,0.000118,0.000115,0.000117,0.000115,0.000116,0.000119,0.000114,
0.000232,0.000111,0.000111,0.000113,0.000171,0.000113,0.000196,0.000172,
0.000256,0.000142,0.000140,0.000170,0.000155,0.000161,0.000141,0.000155,
0.000166,0.000111,0.000111,0.000192,0.000227,0.000159,0.000116,0.000156,
