TestA_ST_6
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.000226,0.000113,0.000123,0.000114,0.000113,0.000206,0.000120,0.000194,
0.000174,0.000113,0.000114,0.000116,0.000117,0.000113,0.000114,0.000114,
0.000176,0.000109,0.000111,0.000111,0.000152,0.000207,0.000226,0.000133,
0.000166,0.000113,0.000111,0.000157,0.000147,0.000111,0.000112,0.000112,
0.000223,0.000158,0.000116,0.000139,0.000156,0.000213,0.000175,0.000225,
0.000167,0.000111,0.000111,0.000110,0.000109,0.000152,0.000111,0.000111,
0.000230,0.000109,0.000109,0.000187,0.000244,0.000137,0.000126,0.000109,
0.000208,0.000145,0.000121,0.000129,0.000151,0.000163,0.000200,0.000165,
0.000168,0.000162,0.000214,0.000136,0.000381,0.000120,0.000186,0.000228,
0.000155,0.000113,0.000113,0.000114,0.000114,0.000113,0.000114,0.000113,
0.000164,0.000155,0.000109,0.000110,0.000108,0.000110,0.000110,0.000130,
0.000122,0.000111,0.000109,0.000109,0.000108,0.000110,0.000110,0.000109,
0.000220,0.000165,0.000109,0.000111,0.000109,0.000109,0.000109,0.000188,
0.000129,0.000113,0.000113,0.000113,0.000161,0.000128,0.000113,0.000119,
0.000239,0.000185,0.000148,0.000173,0.000222,0.000256,0.000204,0.000211,
0.000175,0.000113,0.000117,0.000119,0.000109,0.000113,0.000165,0.000120,
0.000202,0.000131,0.000120,0.000188,0.000175,0.000169,0.000114,0.000112,
0.000164,0.000109,0.000149,0.000110,0.000128,0.000109,0.000110,0.000185,
0.000122,0.000109,0.000181,0.000110,0.000109,0.000110,0.000109,0.000130,
0.000128,0.000112,0.000156,0.000113,0.000112,0.000113,0.000113,0.000112,
0.000143,0.000113,0.000113,0.000114,0.000235,0.000180,0.000159,0.000154,
0.000311,0.000113,0.000113,0.000114,0.000128,0.000115,0.000113,0.000112,
0.000167,0.000109,0.000109,0.000110,0.000109,0.000109,0.000109,0.000109,
0.000254,0.000115,0.000139,0.000122,0.000113,0.000113,0.000113,0.000158,
0.000122,0.000111,0.000110,0.000109,0.000109,0.000110,0.000109,0.000109,
0.000124,0.000112,0.000109,0.000109,0.000150,0.000163,0.000125,0.000319,
0.000131,0.000112,0.000113,0.000113,0.000114,0.000113,0.000113,0.000113,
0.000120,0.000109,0.000110,0.000207,0.000132,0.000128,0.000110,0.000150,
0.000120,0.000109,0.000109,0.000115,0.000109,0.000109,0.000109,0.000109,
0.000126,0.000114,0.000113,0.000113,0.000112,0.000119,0.000200,0.000183,
0.000205,0.000112,0.000115,0.000113,0.000112,0.000113,0.000115,0.000113,
0.000156,0.000167,0.000173,0.000167,0.000200,0.000113,0.000110,0.000148,
0.000121,0.000109,0.000149,0.000109,0.000108,0.000109,0.000110,0.000109,
0.000162,0.000198,0.000223,0.000218,0.000241,0.000230,0.000110,0.000109,
0.000127,0.000113,0.000113,0.000113,0.000112,0.000115,0.000113,0.000113,
0.000217,0.000136,0.000202,0.000115,0.000114,0.000113,0.000114,0.000113,
0.000126,0.000115,0.000113,0.000113,0.000112,0.000114,0.000113,0.000112,
0.000124,0.000112,0.000114,0.000113,0.000112,0.000113,0.000115,0.000112,
0.000308,0.000270,0.000225,0.000143,0.000285,0.000186,0.000109,0.000185,
0.000122,0.000109,0.000148,0.000110,0.000109,0.000109,0.000205,0.000127,
0.000205,0.000113,0.000113,0.000115,0.000112,0.000114,0.000117,0.000113,
0.000130,0.000113,0.000113,0.000153,0.000113,0.000113,0.000113,0.000112,
0.000179,0.000112,0.000113,0.000151,0.000113,0.000113,0.000154,0.000172,
0.000147,0.000113,0.000113,0.000113,0.000112,0.000145,0.000114,0.000112,
0.000147,0.000109,0.000109,0.000150,0.000109,0.000109,0.000109,0.000246,
