TestA_ST_8
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.127278,0.160100,0.046945,0.128322,0.159165,0.045909,0.127740,0.156834,
0.000195,0.000111,0.000248,0.000216,0.000136,0.000186,0.000137,0.000132,
0.000168,0.000113,0.000113,0.000114,0.000169,0.000152,0.000113,0.000118,
0.000169,0.000109,0.000112,0.000218,0.000134,0.000185,0.000188,0.000196,
0.000175,0.000168,0.000109,0.000110,0.000117,0.000109,0.000111,0.000107,
0.000281,0.000153,0.000151,0.000148,0.000151,0.000149,0.000169,0.000195,
0.000210,0.000109,0.000109,0.000111,0.000108,0.000114,0.000108,0.000109,
0.000200,0.000120,0.000169,0.000117,0.000112,0.000120,0.000112,0.000111,
0.000239,0.000156,0.000113,0.000114,0.000111,0.000116,0.000114,0.000111,
0.000170,0.000109,0.000137,0.000112,0.000145,0.000152,0.000110,0.000107,
0.000171,0.000111,0.000110,0.000109,0.000111,0.000108,0.000109,0.000107,
0.000216,0.000172,0.000198,0.000240,0.000168,0.000151,0.000137,0.000144,
0.000171,0.000109,0.000209,0.000171,0.000121,0.000108,0.000109,0.000107,
0.000257,0.000164,0.000203,0.000294,0.000251,0.000149,0.000227,0.000107,
0.000386,0.000177,0.000153,0.000134,0.000188,0.000160,0.000186,0.000148,
0.000168,0.000113,0.000112,0.000113,0.000112,0.000116,0.000112,0.000112,
0.000228,0.000108,0.000109,0.000111,0.000109,0.000109,0.000109,0.000108,
0.000154,0.000108,0.000109,0.000133,0.000128,0.000109,0.000109,0.000109,
0.000171,0.000109,0.000112,0.000111,0.000120,0.000110,0.000109,0.000108,
0.000255,0.000113,0.000245,0.000137,0.000111,0.000132,0.000184,0.000113,
0.000216,0.000109,0.000354,0.000315,0.000178,0.000111,0.000112,0.000117,
0.000184,0.000111,0.000165,0.000118,0.000111,0.000112,0.000113,0.000124,
0.000254,0.000109,0.000109,0.000113,0.000108,0.000109,0.000112,0.000118,
0.000173,0.000108,0.000109,0.000111,0.000291,0.000235,0.000216,0.000298,
0.000152,0.000108,0.000110,0.000109,0.000108,0.000109,0.000154,0.000115,
0.000223,0.000104,0.000126,0.000146,0.000102,0.000103,0.000145,0.000183,
0.000279,0.000363,0.000139,0.000114,0.000112,0.000152,0.000186,0.000111,
0.000332,0.000147,0.000200,0.000139,0.000152,0.000241,0.000206,0.000109,
0.000169,0.000109,0.000109,0.000135,0.000107,0.000109,0.000153,0.000107,
0.000171,0.000110,0.000109,0.000110,0.000126,0.000109,0.000109,0.000183,
0.000177,0.000108,0.000109,0.000109,0.000147,0.000109,0.000147,0.000109,
0.000295,0.000237,0.000127,0.000109,0.000109,0.000279,0.000230,0.000148,
0.000186,0.000109,0.000213,0.000186,0.000141,0.000160,0.000164,0.000181,
0.000201,0.000117,0.000113,0.000115,0.000112,0.000113,0.000114,0.000116,
0.000170,0.000109,0.000109,0.000109,0.000147,0.000149,0.000129,0.000178,
0.000246,0.000152,0.000110,0.000114,0.000108,0.000109,0.000208,0.000108,
0.000194,0.000109,0.000109,0.000109,0.000109,0.000110,0.000109,0.000108,
0.000317,0.000181,0.000159,0.000140,0.000337,0.000127,0.000111,0.000109,
0.000256,0.000126,0.000133,0.000113,0.000113,0.000114,0.000112,0.000112,
0.000245,0.000108,0.000109,0.000111,0.000108,0.000113,0.000158,0.000130,
0.000296,0.000112,0.000110,0.000183,0.000218,0.000108,0.000108,0.000123,
0.000169,0.000112,0.000113,0.000113,0.000112,0.000112,0.000112,0.000112,
0.000277,0.000183,0.000232,0.000228,0.000169,0.000151,0.000124,0.000107,
0.000181,0.000178,0.000195,0.000181,0.000133,0.000116,0.000202,0.000210,
0.000187,0.000132,0.000156,0.000115,0.000114,0.000114,0.000112,0.000111,
0.000180,0.000110,0.000108,0.000109,0.000107,0.000149,0.000197,0.000124,
0.000170,0.000109,0.000111,0.000110,0.000110,0.000190,0.000127,0.000144,
0.000225,0.000109,0.000151,0.000128,0.000223,0.000218,0.000109,0.000108,
0.000233,0.000111,0.000109,0.000110,0.000108,0.000108,0.000108,0.000110,
0.000275,0.000170,0.000124,0.000167,0.000135,0.000128,0.000183,0.000170,
0.000247,0.000252,0.000289,0.000194,0.000149,0.000132,0.000117,0.000226,
0.000167,0.000109,0.000153,0.000111,0.000195,0.000158,0.000154,0.000207,
0.000200,0.000126,0.000109,0.000110,0.000107,0.000109,0.000117,0.000107,
0.000205,0.000153,0.000233,0.000128,0.000169,0.000115,0.000112,0.000112,
0.000167,0.000108,0.000109,0.000110,0.000115,0.000109,0.000109,0.000108,
0.000175,0.000109,0.000150,0.000262,0.000108,0.000107,0.000109,0.000107,
0.000254,0.000136,0.000130,0.000115,0.000111,0.000112,0.000113,0.000237,
0.000279,0.000190,0.000218,0.000169,0.000108,0.000185,0.000146,0.000107,
0.000313,0.000173,0.000110,0.000210,0.000110,0.000111,0.000108,0.000107,
0.000178,0.000107,0.000111,0.000111,0.000108,0.000109,0.000109,0.000116,
0.000153,0.000111,0.000111,0.000113,0.000111,0.000111,0.000152,0.000111,
0.000148,0.000107,0.000108,0.000243,0.000107,0.000108,0.000162,0.000107,
0.000130,0.000111,0.000111,0.000112,0.000111,0.000112,0.000111,0.000110,
0.000146,0.000167,0.000166,0.000183,0.000136,0.000112,0.000112,0.000121,
0.000234,0.000179,0.000221,0.000164,0.000162,0.000174,0.000213,0.000170,
0.000150,0.000107,0.000109,0.000108,0.000107,0.000108,0.000162,0.000181,
0.000246,0.000153,0.000113,0.000200,0.000154,0.000111,0.000112,0.000112,
