TestA_MT_7
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.000126,0.000109,0.000110,0.000173,0.000109,0.000109,0.000109,0.000114,
0.000129,0.000112,0.000186,0.000113,0.000112,0.000133,0.000196,0.000163,
0.000124,0.000109,0.000110,0.000109,0.000109,0.000109,0.000109,0.000108,
0.000124,0.000109,0.000146,0.000110,0.000109,0.000109,0.000110,0.000108,
0.000126,0.000109,0.000109,0.000110,0.000109,0.000109,0.000243,0.000162,
0.000128,0.000112,0.000113,0.000113,0.000142,0.000113,0.000113,0.000112,
0.000126,0.000113,0.000185,0.000241,0.000153,0.000171,0.000192,0.000173,
0.000140,0.000109,0.000302,0.000278,0.000185,0.000322,0.000173,0.000197,
0.000125,0.000109,0.000109,0.000109,0.000143,0.000109,0.000109,0.000109,
0.000163,0.000109,0.000109,0.000110,0.000108,0.000109,0.000109,0.000109,
0.000169,0.000112,0.000112,0.000113,0.000112,0.000113,0.000114,0.000259,
0.000128,0.000112,0.000113,0.000113,0.000112,0.000113,0.000113,0.000160,
0.000127,0.000126,0.000186,0.000167,0.000144,0.000147,0.000109,0.000109,
