TestA_ST_7
Time
Bot 0,Bot 1,Bot 2,Bot 3,Bot 4,Bot 5,Bot 6,Bot 7,
0.000147,0.000109,0.000109,0.000110,0.000110,0.000109,0.000109,0.000109,
0.000124,0.000106,0.000106,0.000107,0.000105,0.000271,0.000142,0.000107,
0.000166,0.000143,0.000183,0.000262,0.000147,0.000108,0.000227,0.000107,
0.000121,0.000107,0.000106,0.000107,0.000105,0.000119,0.000107,0.000105,
0.000124,0.000111,0.000109,0.000110,0.000109,0.000111,0.000109,0.000109,
0.000125,0.000109,0.000111,0.000110,0.000109,0.000109,0.000110,0.000109,
0.000120,0.000141,0.000106,0.000107,0.000105,0.000107,0.000107,0.000195,
0.000277,0.000213,0.000177,0.000155,0.000143,0.000109,0.000109,0.000109,
0.000129,0.000106,0.000106,0.000107,0.000160,0.000160,0.000235,0.000106,
0.000142,0.000106,0.000106,0.000169,0.000162,0.000179,0.000126,0.000107,
0.000124,0.000111,0.000109,0.000110,0.000109,0.000158,0.000172,0.000110,
0.000186,0.000182,0.000109,0.000110,0.000109,0.000110,0.000110,0.000109,
0.000126,0.000111,0.000109,0.000110,0.000109,0.000109,0.000109,0.000109,
0.000173,0.000109,0.000109,0.000111,0.000122,0.000109,0.000109,0.000108,
0.000121,0.000108,0.000106,0.000148,0.000144,0.000221,0.000232,0.000199,
0.000124,0.000109,0.000109,0.000113,0.000109,0.000109,0.000110,0.000111,
0.000156,0.000125,0.000110,0.000110,0.000110,0.000109,0.000109,0.000109,
0.000129,0.000109,0.000125,0.000209,0.000160,0.000159,0.000268,0.000122,
0.000195,0.000181,0.000106,0.000207,0.000190,0.000249,0.000147,0.000105,
0.000121,0.000107,0.000106,0.000106,0.000105,0.000150,0.000106,0.000126,
0.000123,0.000145,0.000106,0.000107,0.000165,0.000145,0.000106,0.000126,
0.000131,0.000106,0.000281,0.000147,0.000215,0.000161,0.000195,0.000186,
0.000197,0.000109,0.000111,0.000149,0.000109,0.000151,0.000110,0.000131,
